left,right,confidence_score
20477,2422,1.0
12069,55769,1.0
11763,60621,1.0
79071,40723,1.0
11245,60846,1.0
1668,29471,1.0
1177,83662,1.0
1132,4436,1.0
25849,51780,1.0
853,38529,1.0
588,75725,1.0
2904,1254,1.0
60407,17815,1.0
3229,79388,1.0
59793,42426,1.0
3256,79388,1.0
828,4436,1.0
59480,19500,1.0
380,45343,1.0
4098,86663,1.0
4184,86332,1.0
6454,13879,1.0
7571,29736,1.0
8112,62726,1.0
57342,19500,1.0
57319,94037,1.0
80850,75232,1.0
80854,75232,1.0
6825,11502,1.0
17387,35854,1.0
26794,76726,1.0
71298,33931,1.0
3251,8378,1.0
3266,60835,1.0
3271,60835,1.0
72238,49962,1.0
71927,51909,1.0
71850,58988,1.0
4679,53860,1.0
71848,58988,1.0
4825,31834,1.0
71702,35728,1.0
71306,33931,1.0
8128,43478,1.0
78651,27192,1.0
7658,36539,1.0
5335,14882,1.0
5352,31834,1.0
6395,16850,1.0
8084,82376,1.0
8977,16643,1.0
11148,59315,1.0
13327,14882,1.0
72882,82,1.0
74311,82,1.0
7358,25217,1.0
1454,26717,1.0
1453,26717,1.0
68409,69580,1.0
73095,79449,1.0
78404,46730,1.0
64279,77568,1.0
9532,79971,1.0
77614,2717,1.0
77373,27347,1.0
9936,19923,1.0
65490,38776,1.0
65575,6042,1.0
11758,64478,1.0
9346,50642,1.0
12185,28222,1.0
8421,54184,1.0
16985,93741,1.0
17514,7822,1.0
19151,7411,1.0
19892,6887,1.0
67975,6042,1.0
25765,73842,1.0
8133,43478,1.0
27319,26988,1.0
28038,28031,1.0
787,83090,1.0
73254,65003,1.0
13610,24624,1.0
16253,60504,1.0
16534,73080,1.0
1403,40959,1.0
5978,65800,1.0
6547,53802,1.0
63078,55121,1.0
62336,37320,1.0
8369,81925,1.0
3825,54449,1.0
76443,30688,1.0
17525,14753,1.0
61562,82063,1.0
76916,65131,1.0
20874,50447,1.0
3824,54449,1.0
3661,42995,1.0
3011,34634,1.0
61411,55858,1.0
61230,37320,1.0
7463,45364,1.0
2596,5253,1.0
16889,3713,1.0
20576,25723,1.0
21265,25723,1.0
25604,76726,1.0
25846,53912,1.0
63282,87450,1.0
63649,45399,1.0
16673,81512,1.0
64511,30056,1.0
16743,73080,1.0
6609,89650,1.0
75298,75418,1.0
5604,46171,1.0
67472,22596,1.0
67453,22596,1.0
67234,9409,1.0
66721,35728,1.0
66481,37717,1.0
20872,25060,1.0
20888,91557,1.0
5514,46171,1.0
65913,10473,1.0
65890,10473,1.0
65879,67329,1.0
24303,86636,1.0
24310,86636,1.0
4810,4270,1.0
26865,94303,1.0
65070,37717,1.0
26868,94303,1.0
406,43076,1.0
64799,59271,1.0
8853,69236,1.0
78672,17799,1.0
7648,90997,1.0
13931,78085,1.0
61124,5354,1.0
2108,45013,1.0
2476,13519,1.0
60326,37586,1.0
59572,51956,1.0
59565,51956,1.0
2477,13519,1.0
15100,31413,1.0
3306,20947,1.0
59414,25323,1.0
4535,10274,1.0
13930,78085,1.0
78678,17799,1.0
58425,32776,1.0
58519,69378,1.0
8756,32240,1.0
17700,22745,1.0
58697,65131,1.0
57899,49940,1.0
21668,13519,1.0
23003,53245,1.0
24672,81194,1.0
56964,69378,1.0
56863,44953,1.0
61552,5354,1.0
61608,25963,1.0
61609,85492,1.0
1048,45013,1.0
66202,13645,1.0
17386,35854,1.0
10199,94284,1.0
11037,94284,1.0
11949,6520,1.0
64713,86689,1.0
64593,63953,1.0
12707,30610,1.0
12718,6520,1.0
17432,535,1.0
21165,78364,1.0
21166,78364,1.0
21483,77991,1.0
16984,60647,1.0
21990,22598,1.0
22037,64969,1.0
22347,24117,1.0
23547,91392,1.0
16829,90797,1.0
25869,59924,1.0
62176,35158,1.0
